order_id,order_date,order_time,customer_id,item_name,category,price,quantity,weather,temperature,humidity,customer_mood,payment_method,dine_type,total_amount
46,2025-08-15,17:13,C1146,Cheesecake,Dessert,240,4,Windy,23,65,Happy,Cash,Takeaway,960
47,2025-02-17,20:48,C1024,Hot Chocolate,Beverage,220,3,Sunny,29,47,Happy,UPI,Takeaway,660
48,2025-11-09,20:49,C1197,Latte,Coffee,200,4,Rainy,24,86,Romantic,Card,Takeaway,800
49,2025-05-05,09:41,C1091,Pasta,Meal,320,1,Hot,34,41,Relaxed,Cash,Takeaway,320
50,2025-01-26,15:15,C1287,Lemonade,Beverage,150,1,Rainy,23,93,Energetic,Cash,Takeaway,150
51,2025-08-15,16:52,C1244,Pasta,Meal,320,4,Windy,26,62,Relaxed,Card,Takeaway,1280
52,2025-05-07,20:40,C1147,Iced Coffee,Coffee,210,4,Cloudy,26,72,Happy,UPI,Takeaway,840
53,2025-06-21,12:57,C1079,Cheesecake,Dessert,240,1,Sunny,29,51,Romantic,Cash,Dine-In,240
54,2025-02-02,13:26,C1300,Green Tea,Tea,140,4,Rainy,21,89,Sad,Cash,Dine-In,560
55,2025-10-22,13:30,C1280,Cappuccino,Coffee,180,3,Sunny,31,51,Energetic,Cash,Dine-In,540
56,2025-09-07,10:17,C1208,Masala Tea,Tea,120,4,Sunny,30,55,Romantic,Cash,Dine-In,480
57,2025-08-28,21:08,C1014,Veg Sandwich,Snack,180,1,Hot,38,44,Romantic,UPI,Takeaway,180
58,2025-03-11,20:29,C1168,Espresso,Coffee,150,1,Sunny,30,48,Sad,Card,Takeaway,150
59,2025-05-23,19:53,C1277,Masala Tea,Tea,120,3,Windy,25,55,Romantic,UPI,Takeaway,360
60,2025-04-25,17:04,C1011,Cold Coffee,Beverage,230,1,Windy,23,58,Tired,Cash,Dine-In,230
61,2025-05-03,09:30,C1132,Chicken Sandwich,Snack,240,1,Cloudy,25,72,Romantic,Card,Dine-In,240
62,2025-11-07,16:47,C1297,Pasta,Meal,320,1,Windy,23,59,Happy,UPI,Takeaway,320
63,2025-10-22,17:58,C1125,Masala Tea,Tea,120,4,Hot,35,36,Energetic,UPI,Takeaway,480
64,2025-12-17,16:51,C1036,Latte,Coffee,200,1,Rainy,23,93,Stressed,Cash,Takeaway,200
65,2025-01-07,20:26,C1236,Muffin,Dessert,130,4,Sunny,30,55,Tired,Cash,Dine-In,520
66,2025-08-11,09:46,C1224,Cheesecake,Dessert,240,3,Cloudy,28,72,Sad,Cash,Takeaway,720
67,2025-06-15,20:15,C1238,Muffin,Dessert,130,1,Sunny,31,48,Tired,Cash,Takeaway,130
68,2025-06-22,07:31,C1133,Muffin,Dessert,130,3,Sunny,29,50,Tired,Card,Takeaway,390
69,2025-11-02,18:56,C1209,Iced Coffee,Coffee,210,1,Cloudy,25,66,Relaxed,Card,Dine-In,210
70,2025-12-20,14:41,C1114,Pasta,Meal,320,4,Rainy,20,84,Stressed,Card,Dine-In,1280
71,2025-06-06,17:37,C1282,Green Tea,Tea,140,4,Cloudy,26,71,Romantic,Card,Takeaway,560
72,2025-12-26,14:17,C1275,Iced Coffee,Coffee,210,3,Sunny,29,50,Happy,Cash,Dine-In,630
73,2025-04-09,10:47,C1052,Brownie,Dessert,160,3,Cloudy,28,74,Stressed,UPI,Takeaway,480
74,2025-04-27,12:11,C1028,Iced Coffee,Coffee,210,1,Cloudy,25,69,Happy,Cash,Takeaway,210
75,2025-12-24,09:40,C1241,Muffin,Dessert,130,4,Sunny,28,54,Stressed,Card,Takeaway,520
76,2025-06-24,09:03,C1038,Iced Coffee,Coffee,210,4,Sunny,28,51,Sad,Cash,Dine-In,840
77,2025-03-19,09:51,C1214,Veg Sandwich,Snack,180,3,Sunny,29,46,Energetic,Cash,Dine-In,540
78,2025-09-25,13:28,C1292,Lemonade,Beverage,150,4,Sunny,32,51,Stressed,Cash,Dine-In,600
79,2025-11-09,18:06,C1081,Cold Coffee,Beverage,230,2,Cloudy,26,75,Happy,UPI,Dine-In,460
80,2025-10-10,08:10,C1017,Cappuccino,Coffee,180,4,Rainy,24,90,Stressed,UPI,Takeaway,720
81,2025-12-28,11:44,C1102,Muffin,Dessert,130,4,Sunny,29,49,Tired,Card,Dine-In,520
82,2025-10-06,10:41,C1158,Espresso,Coffee,150,3,Windy,22,55,Relaxed,Cash,Takeaway,450
83,2025-08-13,08:29,C1253,Pasta,Meal,320,3,Cloudy,26,73,Energetic,Card,Dine-In,960
84,2025-11-03,07:56,C1295,Masala Tea,Tea,120,3,Cloudy,24,66,Relaxed,Cash,Dine-In,360
85,2025-12-11,20:17,C1227,Veg Sandwich,Snack,180,1,Windy,23,62,Energetic,Card,Dine-In,180
86,2025-10-27,13:40,C1171,Muffin,Dessert,130,4,Hot,37,40,Sad,Card,Dine-In,520
87,2025-03-24,12:26,C1233,Pasta,Meal,320,4,Sunny,31,53,Happy,UPI,Takeaway,1280
88,2025-05-10,12:07,C1278,Cold Coffee,Beverage,230,4,Hot,34,45,Tired,Card,Takeaway,920
89,2025-01-28,10:33,C1282,Green Tea,Tea,140,4,Cloudy,24,68,Stressed,UPI,Takeaway,560
90,2025-08-13,21:44,C1082,Brownie,Dessert,160,1,Sunny,32,48,Romantic,Card,Dine-In,160
91,2025-10-10,13:05,C1079,Hot Chocolate,Beverage,220,1,Rainy,20,93,Tired,Card,Takeaway,220
92,2025-09-18,18:17,C1075,Masala Tea,Tea,120,4,Hot,35,42,Energetic,Card,Dine-In,480
93,2025-11-03,15:47,C1260,Lemonade,Beverage,150,2,Hot,36,41,Stressed,Card,Dine-In,300
94,2025-05-25,18:19,C1177,Muffin,Dessert,130,4,Hot,37,43,Sad,Card,Takeaway,520
95,2025-08-22,21:20,C1120,Muffin,Dessert,130,2,Hot,35,44,Sad,Card,Dine-In,260
96,2025-06-12,18:30,C1065,Pasta,Meal,320,4,Rainy,21,90,Happy,Cash,Takeaway,1280
97,2025-02-21,20:54,C1074,Brownie,Dessert,160,1,Cloudy,27,65,Romantic,Card,Dine-In,160
98,2025-02-08,14:50,C1169,Iced Coffee,Coffee,210,3,Cloudy,27,75,Happy,Cash,Takeaway,630
99,2025-06-12,17:45,C1121,Lemonade,Beverage,150,4,Hot,34,44,Happy,Cash,Takeaway,600
100,2025-04-27,18:05,C1154,Masala Tea,Tea,120,1,Windy,22,62,Relaxed,UPI,Dine-In,120
101,2025-06-16,19:03,C1211,Iced Coffee,Coffee,210,3,Rainy,21,86,Energetic,Cash,Dine-In,630
102,2025-03-29,09:05,C1074,Veg Sandwich,Snack,180,4,Cloudy,25,72,Energetic,UPI,Takeaway,720
103,2025-11-23,11:29,C1280,Iced Coffee,Coffee,210,1,Hot,37,39,Romantic,UPI,Dine-In,210
104,2025-08-15,12:37,C1197,Iced Coffee,Coffee,210,4,Cloudy,27,69,Relaxed,Card,Dine-In,840
105,2025-05-02,13:36,C1203,Green Tea,Tea,140,3,Hot,36,35,Tired,Card,Dine-In,420
106,2025-10-17,20:43,C1118,Cold Coffee,Beverage,230,1,Hot,37,39,Tired,Cash,Takeaway,230
107,2025-04-23,17:12,C1021,Veg Sandwich,Snack,180,3,Cloudy,25,75,Happy,Card,Takeaway,540
108,2025-01-18,16:23,C1213,Pasta,Meal,320,2,Sunny,30,50,Romantic,UPI,Dine-In,640
109,2025-03-09,19:34,C1247,Lemonade,Beverage,150,3,Cloudy,26,67,Stressed,Card,Takeaway,450
110,2025-02-28,14:04,C1047,Espresso,Coffee,150,2,Hot,37,43,Stressed,Card,Dine-In,300
111,2025-05-16,15:07,C1191,Brownie,Dessert,160,3,Cloudy,26,74,Sad,UPI,Dine-In,480
112,2025-08-30,07:39,C1238,Lemonade,Beverage,150,3,Hot,35,45,Happy,Cash,Takeaway,450
113,2025-11-29,13:07,C1050,Espresso,Coffee,150,1,Hot,36,42,Happy,UPI,Dine-In,150
114,2025-07-18,14:23,C1051,Chicken Sandwich,Snack,240,4,Cloudy,25,71,Romantic,Card,Takeaway,960
115,2025-05-24,07:44,C1189,Green Tea,Tea,140,2,Rainy,21,88,Happy,Cash,Takeaway,280
116,2025-02-01,13:17,C1109,Hot Chocolate,Beverage,220,1,Hot,37,36,Romantic,Cash,Dine-In,220
117,2025-01-26,19:21,C1284,Hot Chocolate,Beverage,220,2,Windy,23,56,Tired,UPI,Dine-In,440
118,2025-04-30,12:49,C1129,Espresso,Coffee,150,1,Sunny,29,47,Energetic,UPI,Dine-In,150
119,2025-12-05,20:01,C1009,Espresso,Coffee,150,1,Rainy,21,92,Stressed,UPI,Takeaway,150
120,2025-01-27,09:47,C1186,Masala Tea,Tea,120,1,Cloudy,27,72,Tired,Cash,Dine-In,120
121,2025-08-20,15:14,C1016,Veg Sandwich,Snack,180,1,Cloudy,28,69,Sad,UPI,Takeaway,180
122,2025-07-25,13:43,C1165,Latte,Coffee,200,4,Cloudy,27,66,Happy,Cash,Dine-In,800
123,2025-02-03,09:17,C1233,Veg Sandwich,Snack,180,3,Rainy,24,91,Stressed,Cash,Takeaway,540
124,2025-02-20,19:44,C1233,Latte,Coffee,200,2,Rainy,21,89,Stressed,Card,Takeaway,400
125,2025-02-18,12:27,C1035,Green Tea,Tea,140,3,Rainy,21,93,Sad,UPI,Dine-In,420
126,2025-02-17,13:06,C1288,Pasta,Meal,320,3,Windy,26,55,Energetic,Cash,Takeaway,960
127,2025-12-10,08:26,C1160,Green Tea,Tea,140,4,Hot,34,39,Energetic,Card,Dine-In,560
128,2025-10-23,15:13,C1285,Espresso,Coffee,150,4,Sunny,28,50,Tired,Card,Dine-In,600
129,2025-05-23,16:14,C1286,Cold Coffee,Beverage,230,4,Windy,26,64,Romantic,UPI,Takeaway,920
130,2025-01-15,09:17,C1074,Pasta,Meal,320,3,Hot,36,35,Relaxed,Cash,Takeaway,960
131,2025-02-05,09:47,C1215,Chicken Sandwich,Snack,240,1,Sunny,32,48,Sad,Card,Takeaway,240
132,2025-03-22,12:19,C1027,Pasta,Meal,320,3,Windy,26,64,Happy,UPI,Dine-In,960
133,2025-11-13,07:43,C1227,Latte,Coffee,200,3,Rainy,23,90,Energetic,Card,Takeaway,600
134,2025-04-21,19:32,C1250,Latte,Coffee,200,3,Rainy,22,93,Romantic,Cash,Takeaway,600
135,2025-01-24,10:25,C1071,Veg Sandwich,Snack,180,1,Sunny,30,48,Tired,Card,Takeaway,180
136,2025-06-17,08:00,C1118,Brownie,Dessert,160,4,Sunny,31,53,Romantic,Cash,Takeaway,640
137,2025-02-06,13:55,C1161,Pasta,Meal,320,1,Rainy,23,84,Tired,Cash,Takeaway,320
138,2025-10-21,13:45,C1088,Chicken Sandwich,Snack,240,4,Sunny,31,45,Stressed,Cash,Takeaway,960
139,2025-12-20,21:23,C1206,Latte,Coffee,200,4,Windy,23,61,Energetic,Cash,Dine-In,800
140,2025-07-22,20:19,C1059,Pasta,Meal,320,3,Sunny,29,46,Energetic,Cash,Dine-In,960
141,2025-06-28,12:46,C1089,Muffin,Dessert,130,2,Sunny,29,49,Relaxed,Cash,Dine-In,260
142,2025-12-02,08:11,C1290,Cold Coffee,Beverage,230,4,Rainy,24,92,Sad,Cash,Takeaway,920
143,2025-11-18,12:09,C1029,Brownie,Dessert,160,1,Rainy,22,87,Energetic,Card,Dine-In,160
144,2025-06-08,14:28,C1047,Cappuccino,Coffee,180,1,Rainy,22,84,Romantic,Cash,Takeaway,180
145,2025-08-25,16:35,C1165,Cold Coffee,Beverage,230,1,Rainy,24,93,Relaxed,Cash,Takeaway,230
146,2025-09-14,09:03,C1089,Brownie,Dessert,160,1,Windy,24,56,Energetic,UPI,Dine-In,160
147,2025-12-29,14:28,C1174,Cheesecake,Dessert,240,2,Rainy,22,89,Sad,Cash,Dine-In,480
148,2025-11-20,17:21,C1077,Latte,Coffee,200,3,Sunny,31,49,Stressed,Card,Dine-In,600
149,2025-10-26,17:09,C1044,Lemonade,Beverage,150,3,Rainy,23,85,Energetic,Card,Takeaway,450
150,2025-11-26,19:21,C1217,Muffin,Dessert,130,2,Cloudy,28,66,Romantic,Cash,Takeaway,260
151,2025-01-10,12:19,C1071,Espresso,Coffee,150,2,Rainy,23,86,Relaxed,UPI,Dine-In,300
152,2025-06-01,20:50,C1193,Latte,Coffee,200,1,Cloudy,28,67,Energetic,UPI,Dine-In,200
153,2025-04-03,20:44,C1122,Cold Coffee,Beverage,230,2,Cloudy,24,71,Stressed,Card,Takeaway,460
154,2025-08-18,10:34,C1293,Hot Chocolate,Beverage,220,3,Hot,37,38,Stressed,Card,Takeaway,660
155,2025-05-25,19:24,C1129,Cheesecake,Dessert,240,4,Hot,35,44,Relaxed,UPI,Takeaway,960
156,2025-07-10,15:59,C1263,Latte,Coffee,200,1,Sunny,29,49,Sad,UPI,Takeaway,200
157,2025-02-16,21:14,C1203,Muffin,Dessert,130,4,Hot,34,41,Happy,Cash,Takeaway,520
158,2025-05-01,13:05,C1075,Green Tea,Tea,140,2,Sunny,28,55,Stressed,UPI,Dine-In,280
159,2025-05-27,21:53,C1003,Brownie,Dessert,160,2,Windy,25,62,Energetic,UPI,Dine-In,320
160,2025-05-12,10:53,C1063,Espresso,Coffee,150,4,Sunny,30,48,Stressed,UPI,Dine-In,600
161,2025-08-03,17:50,C1009,Veg Sandwich,Snack,180,4,Sunny,31,54,Energetic,Cash,Dine-In,720
162,2025-03-15,11:27,C1044,Cappuccino,Coffee,180,3,Sunny,31,47,Romantic,Cash,Takeaway,540
163,2025-02-04,15:34,C1199,Cheesecake,Dessert,240,1,Rainy,23,83,Romantic,Card,Takeaway,240
164,2025-01-09,12:50,C1171,Latte,Coffee,200,3,Sunny,28,54,Romantic,UPI,Dine-In,600
165,2025-06-30,15:21,C1094,Muffin,Dessert,130,2,Windy,25,62,Romantic,UPI,Dine-In,260
166,2025-08-23,07:18,C1264,Hot Chocolate,Beverage,220,1,Windy,22,60,Stressed,Card,Takeaway,220
167,2025-05-10,07:48,C1140,Chicken Sandwich,Snack,240,2,Sunny,28,55,Stressed,UPI,Takeaway,480
168,2025-08-12,21:25,C1255,Pasta,Meal,320,4,Hot,37,40,Relaxed,Cash,Takeaway,1280
169,2025-07-08,21:51,C1093,Cheesecake,Dessert,240,3,Windy,25,56,Sad,Cash,Takeaway,720
170,2025-06-14,08:05,C1228,Green Tea,Tea,140,3,Rainy,24,89,Relaxed,Card,Takeaway,420
171,2025-01-22,18:55,C1030,Lemonade,Beverage,150,3,Cloudy,27,69,Romantic,UPI,Takeaway,450
172,2025-07-06,15:51,C1225,Pasta,Meal,320,2,Hot,35,44,Romantic,UPI,Dine-In,640
173,2025-02-04,10:49,C1079,Chicken Sandwich,Snack,240,3,Rainy,24,83,Energetic,Cash,Takeaway,720
174,2025-07-09,12:28,C1161,Cold Coffee,Beverage,230,1,Cloudy,28,70,Sad,Cash,Takeaway,230
175,2025-05-08,08:01,C1135,Pasta,Meal,320,2,Rainy,23,91,Happy,Card,Takeaway,640
176,2025-04-20,16:18,C1089,Pasta,Meal,320,4,Sunny,29,46,Sad,Cash,Takeaway,1280
177,2025-02-14,19:43,C1149,Muffin,Dessert,130,3,Cloudy,24,73,Energetic,Card,Dine-In,390
178,2025-12-31,18:59,C1103,Pasta,Meal,320,2,Windy,26,58,Happy,UPI,Dine-In,640
179,2025-09-10,07:23,C1045,Cheesecake,Dessert,240,3,Rainy,24,85,Energetic,UPI,Takeaway,720
180,2025-07-23,18:46,C1163,Brownie,Dessert,160,4,Windy,26,56,Relaxed,Cash,Dine-In,640
181,2025-08-19,14:43,C1094,Cheesecake,Dessert,240,3,Sunny,32,55,Energetic,UPI,Takeaway,720
182,2025-09-15,21:55,C1166,Cappuccino,Coffee,180,1,Cloudy,26,67,Relaxed,Cash,Dine-In,180
183,2025-06-27,15:57,C1156,Iced Coffee,Coffee,210,1,Sunny,32,49,Relaxed,Cash,Dine-In,210
184,2025-09-15,17:10,C1289,Veg Sandwich,Snack,180,2,Sunny,32,54,Stressed,UPI,Dine-In,360
185,2025-02-11,07:41,C1016,Cold Coffee,Beverage,230,3,Cloudy,28,71,Energetic,Card,Takeaway,690
186,2025-11-25,11:30,C1226,Hot Chocolate,Beverage,220,4,Sunny,28,45,Relaxed,Card,Takeaway,880
187,2025-08-26,10:21,C1067,Veg Sandwich,Snack,180,2,Rainy,22,88,Sad,Card,Dine-In,360
188,2025-06-13,10:29,C1149,Latte,Coffee,200,3,Rainy,21,84,Happy,Card,Takeaway,600
189,2025-05-08,20:57,C1082,Espresso,Coffee,150,3,Hot,36,38,Tired,Card,Takeaway,450
190,2025-09-13,21:19,C1124,Brownie,Dessert,160,1,Sunny,31,53,Sad,UPI,Takeaway,160
191,2025-01-25,07:18,C1069,Brownie,Dessert,160,4,Sunny,28,46,Sad,Card,Takeaway,640
192,2025-07-26,12:02,C1148,Masala Tea,Tea,120,1,Cloudy,25,70,Energetic,UPI,Takeaway,120
193,2025-09-16,14:48,C1061,Cheesecake,Dessert,240,3,Windy,26,65,Energetic,UPI,Dine-In,720
194,2025-07-21,12:50,C1206,Green Tea,Tea,140,3,Windy,23,64,Energetic,Cash,Dine-In,420
195,2025-01-24,07:08,C1264,Pasta,Meal,320,3,Windy,26,62,Relaxed,UPI,Takeaway,960
196,2025-11-10,12:10,C1251,Masala Tea,Tea,120,3,Cloudy,28,73,Energetic,Cash,Takeaway,360
197,2025-09-01,20:01,C1014,Green Tea,Tea,140,3,Cloudy,27,74,Stressed,Cash,Takeaway,420
198,2025-05-16,17:50,C1269,Cold Coffee,Beverage,230,2,Cloudy,28,72,Relaxed,Cash,Takeaway,460
199,2025-03-17,20:43,C1226,Hot Chocolate,Beverage,220,1,Cloudy,24,68,Happy,Card,Takeaway,220
200,2025-03-19,13:44,C1032,Hot Chocolate,Beverage,220,4,Cloudy,28,72,Tired,Cash,Dine-In,880
201,2025-09-23,10:35,C1273,Green Tea,Tea,140,4,Cloudy,26,67,Sad,Card,Takeaway,560
202,2025-12-13,19:55,C1286,Pasta,Meal,320,3,Cloudy,25,68,Stressed,Card,Dine-In,960
203,2025-06-02,19:18,C1179,Pasta,Meal,320,2,Cloudy,27,70,Sad,Cash,Takeaway,640
204,2025-05-28,08:36,C1075,Chicken Sandwich,Snack,240,4,Hot,37,40,Tired,Card,Dine-In,960
205,2025-05-28,18:05,C1276,Green Tea,Tea,140,4,Cloudy,27,68,Relaxed,Card,Takeaway,560
206,2025-03-12,08:39,C1120,Pasta,Meal,320,2,Sunny,32,48,Romantic,UPI,Dine-In,640
207,2025-07-31,12:45,C1081,Brownie,Dessert,160,1,Cloudy,25,65,Energetic,Card,Takeaway,160
208,2025-09-02,17:12,C1294,Cold Coffee,Beverage,230,3,Rainy,20,84,Romantic,UPI,Dine-In,690
209,2025-03-31,13:56,C1254,Muffin,Dessert,130,2,Hot,34,41,Tired,UPI,Takeaway,260
210,2025-01-20,07:19,C1279,Veg Sandwich,Snack,180,1,Hot,36,39,Sad,Cash,Takeaway,180
211,2025-03-10,20:32,C1235,Brownie,Dessert,160,3,Sunny,28,50,Relaxed,Cash,Takeaway,480
212,2025-04-06,07:47,C1208,Green Tea,Tea,140,3,Cloudy,25,67,Energetic,Card,Takeaway,420
213,2025-02-14,13:42,C1004,Latte,Coffee,200,2,Hot,37,40,Relaxed,Card,Takeaway,400
214,2025-05-01,14:48,C1185,Iced Coffee,Coffee,210,3,Rainy,24,83,Stressed,Cash,Dine-In,630
215,2025-02-01,17:07,C1061,Brownie,Dessert,160,3,Sunny,32,49,Romantic,Cash,Takeaway,480
216,2025-07-08,16:14,C1213,Hot Chocolate,Beverage,220,2,Rainy,23,92,Stressed,Cash,Takeaway,440
217,2025-10-03,19:42,C1229,Muffin,Dessert,130,2,Windy,26,56,Energetic,Cash,Takeaway,260
218,2025-02-09,21:36,C1275,Latte,Coffee,200,1,Windy,26,58,Energetic,UPI,Dine-In,200
219,2025-06-17,20:33,C1262,Brownie,Dessert,160,1,Cloudy,28,72,Happy,Card,Dine-In,160
220,2025-08-21,09:32,C1158,Masala Tea,Tea,120,4,Cloudy,28,72,Romantic,Cash,Dine-In,480
221,2025-07-22,11:52,C1033,Cappuccino,Coffee,180,2,Cloudy,24,71,Stressed,Cash,Dine-In,360
222,2025-02-05,21:30,C1216,Cappuccino,Coffee,180,3,Rainy,21,93,Romantic,Card,Takeaway,540
223,2025-08-18,20:58,C1179,Lemonade,Beverage,150,4,Rainy,24,85,Romantic,UPI,Dine-In,600
224,2025-10-03,13:33,C1279,Espresso,Coffee,150,2,Windy,22,59,Sad,Card,Takeaway,300
225,2025-04-28,10:29,C1215,Green Tea,Tea,140,2,Sunny,28,45,Tired,Cash,Dine-In,280
226,2025-05-04,10:04,C1023,Latte,Coffee,200,1,Rainy,20,86,Romantic,Card,Takeaway,200
227,2025-04-30,15:13,C1295,Cold Coffee,Beverage,230,1,Sunny,30,48,Tired,Card,Takeaway,230
228,2025-05-02,11:56,C1090,Espresso,Coffee,150,2,Rainy,22,83,Energetic,Cash,Takeaway,300
229,2025-10-12,14:03,C1077,Green Tea,Tea,140,4,Windy,24,61,Sad,Card,Takeaway,560
230,2025-04-05,19:34,C1238,Brownie,Dessert,160,2,Windy,24,57,Tired,UPI,Takeaway,320
231,2025-08-02,15:33,C1041,Espresso,Coffee,150,4,Sunny,29,50,Romantic,Card,Takeaway,600
232,2025-02-17,15:46,C1021,Muffin,Dessert,130,2,Sunny,31,55,Energetic,UPI,Dine-In,260
233,2025-10-28,18:42,C1109,Cheesecake,Dessert,240,2,Rainy,22,87,Happy,UPI,Dine-In,480
234,2025-09-03,21:15,C1145,Pasta,Meal,320,2,Rainy,21,91,Stressed,Card,Takeaway,640
235,2025-10-01,17:22,C1241,Iced Coffee,Coffee,210,3,Rainy,23,90,Happy,Card,Dine-In,630
236,2025-07-09,12:26,C1300,Cappuccino,Coffee,180,2,Cloudy,24,69,Energetic,Cash,Takeaway,360
237,2025-06-01,09:12,C1173,Green Tea,Tea,140,2,Rainy,21,90,Energetic,Card,Takeaway,280
238,2025-11-25,18:31,C1280,Brownie,Dessert,160,2,Cloudy,26,67,Relaxed,Card,Dine-In,320
239,2025-10-05,17:03,C1004,Cheesecake,Dessert,240,1,Windy,22,65,Happy,Card,Dine-In,240
240,2025-11-19,10:04,C1031,Pasta,Meal,320,2,Sunny,32,52,Stressed,Cash,Takeaway,640
241,2025-12-04,14:01,C1147,Cappuccino,Coffee,180,4,Sunny,32,49,Energetic,UPI,Takeaway,720
